,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,AutoType,MetColorType
1397,9800,77,48838,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
1398,7500,71,48576,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
1399,8950,75,48400,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
1400,8950,74,48242,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
1401,7450,70,47955,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
1402,8950,71,47633,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
1403,10500,78,47400,Petrol,86,1,0,1300,5,1040,Manual,Metcolor
1404,7000,73,47360,Petrol,86,0,0,1300,3,1010,Manual,NonMetcolor
1405,8500,77,45507,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1406,7750,76,45410,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
1407,8950,70,44850,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1408,8250,69,44826,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
1409,9250,80,44444,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1410,7900,75,43720,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
1411,8500,78,43622,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
1412,7950,76,43532,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
1413,9950,69,42800,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1414,8750,74,42317,Petrol,107,1,1,1600,5,1100,Auto,Metcolor
1415,7500,80,42186,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1416,6950,72,42000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1417,8950,79,40093,Petrol,110,0,0,1600,5,1114,Manual,NonMetcolor
1418,8750,79,39800,Petrol,107,0,1,1600,3,1080,Auto,NonMetcolor
1419,7750,73,39168,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1420,8450,75,38945,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1421,8150,76,36537,Petrol,110,0,1,1600,4,1075,Auto,NonMetcolor
1422,8500,78,36000,Petrol,86,0,1,1300,3,1045,Auto,NonMetcolor
1423,7600,78,36000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1424,7950,80,35821,Petrol,86,0,1,1300,3,1015,Auto,NonMetcolor
1425,7750,73,34717,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1426,7950,80,34000,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
1427,9950,78,30964,Petrol,110,0,1,1600,3,1080,Auto,NonMetcolor
1428,8950,71,29000,Petrol,86,1,1,1300,3,1045,Auto,Metcolor
1429,8450,72,26000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1430,8950,78,24000,Petrol,86,1,1,1300,5,1065,Auto,Metcolor
1431,8450,80,23000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1432,7500,69,20544,Petrol,86,1,0,1300,3,1025,Manual,Metcolor
1433,10845,72,19000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1434,8500,71,17016,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1435,7250,70,16916,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
1436,6950,76,1,Petrol,110,0,0,1600,5,1114,Manual,NonMetcolor
